srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q10a,Q10b,Q10c,Q10d,Q16,Q17a,Q17b,Q17c,Q17d,Q17e,Q17f,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,p_state,p_gender_sdc,p_age_group_sdc,p_education_sdc
1399,'2','96','Centre-right','4','3','4','4','3','3','4','3','4','8.0','7.0','2.0','1.0','6.0','5.0','4.0','8.0','4','4','4','4','2.0','2.0','1.0','3.0','1.0','4.0','3.0','1.0','1.0','1.0','2.0','1.0','1.0','4.0','4.0','2','1.0','1.0','1.0'
1596,'5','5','Centre-left','3','2','3','1','1','1','1','3','1','3.0','4.0','2.0','1.0','5.0','4.0','5.0','8.0','1','2','2','1','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','3.0','3.0','3.0','4','2.0','3.0','2.0'
1959,'2','16','Independent','5','3','3','5','1','2','1','1','1','5.0','5.0','1.0','1.0','1.0','1.0','1.0','9.0','4','5','5','1','2.0','2.0','3.0','2.0','1.0','2.0','-98.0','2.0','3.0','3.0','1.0','3.0','3.0','3.0','3.0','4','2.0','4.0','3.0'
440,'1','29','Centre-left','4','3','4','3','3','3','3','3','3','8.0','8.0','4.0','5.0','7.0','6.0','7.0','6.0','2','4','2','4','1.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','2.0','3.0','2.0','3.0','3.0','2','1.0','4.0','1.0'
707,'4','4','Centre-left','4','3','3','3','2','3','2','2','2','5.0','7.0','8.0','1.0','5.0','4.0','3.0','6.0','2','4','2','1','3.0','3.0','2.0','3.0','2.0','3.0','3.0','3.0','2.0','3.0','2.0','4.0','3.0','3.0','3.0','2','2.0','2.0','3.0'
1124,'4','11','Green','2','2','2','2','1','1','3','3','2','5.0','5.0','3.0','1.0','6.0','6.0','1.0','8.0','4','5','5','2','3.0','3.0','3.0','2.0','2.0','3.0','2.0','2.0','3.0','2.0','1.0','3.0','3.0','2.0','3.0','5','2.0','4.0','1.0'
548,'2','11','Green','2','5','2','2','2','2','3','3','1','8.0','8.0','3.0','1.0','10.0','1.0','1.0','10.0','4','4','4','2','4.0','4.0','4.0','4.0','4.0','4.0','4.0','3.0','3.0','1.0','1.0','3.0','4.0','3.0','4.0','2','1.0','1.0','3.0'
2266,'2','1','Right-wing','1','1','1','1','2','2','1','2','1','5.0','4.0','3.0','4.0','7.0','4.0','6.0','8.0','1','1','2','1','2.0','2.0','2.0','2.0','2.0','3.0','2.0','2.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','2','1.0','3.0','1.0'
2462,'2','1','Centre-right','1','3','2','1','2','3','3','4','4','7.0','5.0','10.0','5.0','8.0','5.0','6.0','6.0','1','4','2','4','4.0','4.0','4.0','4.0','2.0','4.0','4.0','3.0','3.0','3.0','1.0','3.0','4.0','3.0','3.0','2','1.0','1.0','1.0'
2614,'2','11','-98','3','3','3','2','2','2','3','3','3','6.0','5.0','4.0','3.0','6.0','3.0','4.0','7.0','5','5','5','1','1.0','1.0','1.0','2.0','1.0','1.0','1.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','1','2.0','2.0','1.0'
1497,'2','36','-98','2','2','2','2','3','2','2','3','2','7.0','6.0','4.0','1.0','6.0','4.0','1.0','7.0','2','4','4','2','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','2.0','2.0','2.0','3.0','2.0','1.0','3.0','3','2.0','3.0','3.0'
323,'2','1','Centre-right','2','4','4','4','4','4','4','4','4','8.0','7.0','9.0','4.0','8.0','5.0','6.0','9.0','4','4','4','4','2.0','2.0','2.0','2.0','1.0','2.0','2.0','3.0','3.0','3.0','2.0','3.0','3.0','4.0','3.0','3','1.0','2.0','2.0'
2081,'4','1','Centre-left','1','5','1','1','1','1','1','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','5','5','5','5','3.0','2.0','2.0','4.0','-98.0','-98.0','3.0','3.0','3.0','3.0','1.0','3.0','3.0','3.0','3.0','5','1.0','4.0','2.0'
2404,'2','16','-98','3','3','3','2','2','1','3','3','2','7.0','6.0','3.0','1.0','8.0','2.0','2.0','7.0','1','1','4','1','2.0','2.0','2.0','3.0','2.0','3.0','2.0','2.0','2.0','2.0','3.0','3.0','2.0','3.0','3.0','8','2.0','3.0','1.0'
996,'4','1','Centre-right','2','2','3','3','2','2','2','2','2','4.0','3.0','4.0','1.0','4.0','2.0','3.0','4.0','2','2','4','1','3.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','1','2.0','3.0','2.0'
1770,'4','16','Green','2','2','2','2','2','2','2','2','2','1.0','1.0','2.0','1.0','1.0','1.0','1.0','2.0','2','2','5','1','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','2.0','3.0','2.0','3.0','2.0','2.0','2.0','3','1.0','3.0','2.0'
392,'4','16','Right-wing','1','2','1','1','2','2','2','3','1','6.0','5.0','8.0','1.0','7.0','2.0','6.0','7.0','2','2','4','2','2.0','1.0','2.0','2.0','2.0','3.0','1.0','3.0','3.0','4.0','3.0','3.0','4.0','3.0','3.0','2','1.0','2.0','1.0'
2252,'2','-98','Centre-right','3','4','4','3','2','3','-98','3','3','8.0','8.0','7.0','2.0','9.0','7.0','4.0','10.0','2','4','4','2','2.0','2.0','2.0','3.0','2.0','3.0','3.0','3.0','-98.0','3.0','2.0','3.0','3.0','3.0','3.0','2','2.0','2.0','1.0'
77,'5','1','Centre-right','3','3','3','3','1','1','2','1','1','10.0','5.0','5.0','5.0','1.0','5.0','3.0','10.0','2','4','2','1','4.0','4.0','3.0','4.0','4.0','4.0','4.0','2.0','3.0','2.0','1.0','4.0','2.0','2.0','3.0','2','2.0','3.0','2.0'
270,'4','1','Centre-right','1','1','1','1','1','1','1','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','3.0','5','5','5','5','3.0','3.0','1.0','1.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','2.0','2.0','3','2.0','3.0','3.0'
1526,'2','11','Centre-left','4','5','4','5','3','3','3','3','1','9.0','8.0','8.0','2.0','8.0','2.0','1.0','9.0','4','4','4','2','3.0','3.0','3.0','3.0','-98.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','4.0','3.0','2','2.0','4.0','2.0'
1788,'4','16','Centre-right','4','2','2','2','2','2','2','3','2','5.0','5.0','6.0','1.0','7.0','5.0','2.0','6.0','2','4','2','1','1.0','1.0','3.0','3.0','1.0','1.0','2.0','4.0','1.0','4.0','2.0','2.0','3.0','4.0','3.0','5','2.0','4.0','1.0'
212,'4','16','Centre-left','3','4','3','2','4','3','2','4','4','5.0','4.0','7.0','1.0','5.0','4.0','5.0','6.0','5','4','5','4','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','2.0','4.0','3.0','3.0','3.0','3.0','4','2.0','4.0','3.0'
2166,'2','1','Centre-right','5','2','4','4','1','2','1','3','2','7.0','9.0','8.0','3.0','4.0','7.0','3.0','6.0','4','5','2','1','3.0','3.0','4.0','3.0','4.0','4.0','4.0','3.0','3.0','2.0','4.0','4.0','3.0','4.0','3.0','3','2.0','1.0','1.0'
1252,'2','4','Centre-left','3','3','3','3','2','4','2','3','1','7.0','7.0','5.0','4.0','5.0','4.0','2.0','7.0','4','4','4','2','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','2.0','4.0','3.0','2.0','4.0','2','2.0','2.0','1.0'
1990,'2','1','Independent','3','2','2','3','4','3','4','4','1','3.0','5.0','1.0','1.0','6.0','1.0','1.0','6.0','1','1','1','1','3.0','3.0','4.0','4.0','4.0','4.0','4.0','3.0','3.0','4.0','2.0','3.0','4.0','4.0','4.0','5','2.0','2.0','1.0'
1882,'2','16','Centre-left','2','3','3','2','3','3','3','3','2','6.0','5.0','3.0','4.0','5.0','4.0','5.0','8.0','2','4','2','2','3.0','3.0','3.0','3.0','3.0','3.0','3.0','-99.0','3.0','-99.0','3.0','3.0','3.0','3.0','3.0','2','2.0','3.0','1.0'
2477,'2','11','Other','5','5','3','5','3','2','3','3','3','6.0','6.0','5.0','3.0','8.0','5.0','4.0','7.0','3','4','3','2','2.0','2.0','2.0','4.0','2.0','4.0','3.0','2.0','2.0','3.0','1.0','3.0','3.0','3.0','3.0','2','2.0','2.0','1.0'
1927,'4','13','Far-right','2','2','1','2','1','1','2','1','1','1.0','1.0','1.0','1.0','1.0','1.0','3.0','5.0','2','2','2','2','3.0','3.0','4.0','3.0','4.0','4.0','3.0','3.0','3.0','2.0','3.0','2.0','3.0','3.0','3.0','1','1.0','4.0','1.0'
900,'4','13','Centre-left','3','5','3','2','1','1','3','2','1','3.0','4.0','3.0','1.0','4.0','3.0','2.0','3.0','4','4','4','2','2.0','2.0','2.0','2.0','2.0','3.0','2.0','2.0','2.0','3.0','2.0','3.0','4.0','4.0','3.0','4','2.0','3.0','3.0'
427,'2','16','-98','4','4','4','3','2','1','4','2','2','7.0','4.0','7.0','2.0','5.0','4.0','4.0','7.0','4','4','2','4','2.0','2.0','3.0','2.0','1.0','3.0','1.0','2.0','3.0','2.0','3.0','2.0','3.0','3.0','3.0','1','2.0','1.0','1.0'
1684,'2','13','Centre-right','3','3','3','3','2','2','1','2','2','8.0','8.0','8.0','6.0','7.0','6.0','6.0','8.0','4','4','4','4','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','5','2.0','4.0','1.0'
1379,'2','17','-98','4','2','4','3','2','2','1','1','1','8.0','8.0','8.0','5.0','8.0','8.0','4.0','8.0','4','4','2','2','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','5','1.0','2.0','2.0'
1747,'4','16','Centre-left','2','5','2','5','1','2','1','1','1','3.0','3.0','3.0','1.0','4.0','4.0','2.0','8.0','1','2','4','1','4.0','4.0','3.0','4.0','4.0','4.0','4.0','3.0','3.0','2.0','3.0','3.0','4.0','3.0','4.0','4','2.0','4.0','1.0'
1424,'4','1','Centre-left','2','4','2','2','2','3','2','3','2','6.0','7.0','4.0','4.0','7.0','5.0','4.0','7.0','2','5','2','2','3.0','3.0','2.0','3.0','2.0','3.0','3.0','2.0','2.0','2.0','2.0','3.0','2.0','2.0','3.0','3','2.0','3.0','2.0'
1953,'4','5','No-party','3','2','2','3','2','2','2','2','2','3.0','2.0','2.0','2.0','3.0','2.0','3.0','2.0','2','2','2','1','2.0','2.0','2.0','3.0','2.0','2.0','2.0','2.0','2.0','3.0','1.0','3.0','2.0','3.0','3.0','6','2.0','3.0','2.0'
1988,'4','96','No-party','3','3','3','3','3','3','3','3','3','5.0','5.0','5.0','5.0','5.0','5.0','5.0','5.0','4','5','4','4','3.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','2.0','2.0','2.0','3.0','3.0','2.0','3.0','1','1.0','1.0','2.0'
397,'4','18','Centre-right','2','2','2','1','2','1','3','3','3','3.0','3.0','3.0','1.0','3.0','3.0','1.0','3.0','1','1','1','1','1.0','1.0','3.0','3.0','1.0','1.0','2.0','4.0','4.0','4.0','2.0','3.0','4.0','4.0','4.0','3','1.0','2.0','1.0'
1388,'2','1','Right-wing','3','3','4','3','3','2','3','4','4','7.0','8.0','3.0','9.0','5.0','2.0','4.0','10.0','4','4','4','2','3.0','4.0','3.0','4.0','4.0','3.0','4.0','3.0','4.0','4.0','2.0','4.0','4.0','2.0','4.0','2','1.0','1.0','2.0'
1169,'1','36','Centre-right','5','3','4','3','4','4','4','1','3','9.0','7.0','7.0','1.0','7.0','4.0','5.0','8.0','2','5','5','4','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','2.0','3.0','3.0','1.0','4.0','2.0','5','1.0','4.0','2.0'
2278,'4','-99','Right-wing','2','2','2','2','2','2','2','2','2','5.0','3.0','3.0','3.0','4.0','4.0','3.0','5.0','2','2','2','2','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','1','2.0','2.0','2.0'
2072,'4','13','Centre-left','4','5','2','1','2','4','2','3','4','5.0','6.0','10.0','5.0','8.0','5.0','10.0','8.0','2','4','4','2','1.0','1.0','1.0','1.0','1.0','-98.0','1.0','-98.0','3.0','3.0','1.0','2.0','3.0','3.0','3.0','2','2.0','3.0','3.0'
197,'4','13','Centre-right','3','2','2','2','1','1','2','1','1','6.0','5.0','4.0','1.0','6.0','5.0','1.0','6.0','2','4','2','2','2.0','2.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','4.0','4.0','4.0','2','2.0','3.0','2.0'
2240,'2','96','Centre-left','3','5','3','3','1','1','1','2','2','6.0','7.0','7.0','6.0','8.0','7.0','7.0','10.0','2','4','4','2','3.0','4.0','2.0','4.0','3.0','4.0','3.0','3.0','3.0','4.0','2.0','4.0','3.0','2.0','4.0','2','2.0','1.0','3.0'
1830,'1','13','Centre-right','4','4','5','4','1','1','4','1','3','8.0','8.0','6.0','1.0','3.0','3.0','3.0','10.0','2','1','2','4','1.0','1.0','2.0','2.0','1.0','3.0','1.0','4.0','4.0','4.0','2.0','3.0','4.0','4.0','3.0','1','1.0','3.0','1.0'
542,'4','1','Centre-left','2','2','2','1','1','1','1','1','1','4.0','4.0','4.0','4.0','4.0','4.0','4.0','4.0','2','4','2','2','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','2.0','3.0','2.0','3.0','-98.0','2.0','3.0','3','1.0','2.0','2.0'
1649,'2','96','Centre-right','3','3','3','3','1','1','1','1','1','6.0','6.0','4.0','2.0','4.0','1.0','3.0','6.0','2','4','4','2','-98.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','2.0','3.0','4.0','3.0','1','2.0','3.0','3.0'
685,'2','96','Centre-right','4','2','3','3','2','3','3','3','2','7.0','8.0','7.0','1.0','5.0','7.0','5.0','7.0','2','5','4','2','1.0','1.0','4.0','3.0','2.0','4.0','1.0','4.0','4.0','4.0','4.0','1.0','4.0','4.0','2.0','3','2.0','1.0','1.0'
1503,'4','11','Centre-left','4','2','4','2','2','2','2','3','2','7.0','8.0','8.0','3.0','8.0','4.0','3.0','8.0','2','4','4','2','3.0','3.0','3.0','4.0','2.0','3.0','3.0','3.0','4.0','4.0','3.0','3.0','4.0','3.0','4.0','1','1.0','2.0','1.0'
187,'2','1','Centre-right','3','2','2','3','1','1','3','4','2','3.0','5.0','2.0','1.0','6.0','1.0','2.0','5.0','4','4','4','4','2.0','2.0','2.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','4','1.0','4.0','2.0'
1256,'4','4','Centre-right','2','1','1','1','1','1','1','1','1','1.0','1.0','8.0','1.0','4.0','4.0','4.0','4.0','2','2','4','1','2.0','2.0','3.0','2.0','2.0','2.0','2.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','1','1.0','3.0','1.0'
1541,'5','8','Centre-right','5','3','4','3','1','3','2','3','2','5.0','4.0','6.0','4.0','4.0','4.0','6.0','5.0','1','1','5','4','3.0','3.0','1.0','2.0','3.0','3.0','3.0','2.0','2.0','2.0','-98.0','2.0','2.0','1.0','1.0','1','1.0','4.0','1.0'
2262,'5','13','Centre-left','2','1','4','2','2','2','1','2','1','3.0','3.0','3.0','1.0','6.0','7.0','7.0','8.0','1','1','2','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','4.0','1.0','3.0','4.0','4.0','4.0','1','1.0','3.0','2.0'
2040,'1','1','Centre-right','2','2','4','4','1','1','2','2','2','8.0','7.0','8.0','3.0','7.0','2.0','7.0','8.0','1','2','2','1','3.0','3.0','4.0','4.0','4.0','4.0','3.0','4.0','4.0','4.0','2.0','2.0','3.0','4.0','3.0','2','1.0','2.0','1.0'
231,'4','1','Green','3','3','3','4','3','2','2','3','3','8.0','9.0','6.0','4.0','6.0','6.0','7.0','7.0','4','4','2','2','1.0','2.0','3.0','3.0','2.0','2.0','2.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','1','2.0','2.0','3.0'
1382,'4','1','No-party','1','1','1','1','1','1','2','1','1','5.0','5.0','6.0','1.0','4.0','3.0','1.0','5.0','2','2','1','1','1.0','1.0','1.0','3.0','1.0','4.0','1.0','3.0','4.0','3.0','2.0','3.0','4.0','4.0','4.0','2','1.0','2.0','1.0'
1000,'4','11','Centre-left','4','3','4','3','2','3','1','3','1','8.0','8.0','8.0','2.0','7.0','4.0','3.0','9.0','2','1','4','1','3.0','3.0','3.0','3.0','2.0','3.0','3.0','2.0','2.0','3.0','1.0','3.0','3.0','3.0','3.0','1','1.0','4.0','1.0'
1248,'2','13','Centre','3','4','3','3','2','2','2','2','1','7.0','7.0','3.0','2.0','8.0','2.0','3.0','8.0','2','4','2','4','4.0','4.0','4.0','4.0','4.0','4.0','4.0','3.0','3.0','3.0','3.0','2.0','4.0','4.0','3.0','2','1.0','4.0','1.0'
1533,'2','19','No-party','3','3','3','3','2','2','4','4','2','7.0','3.0','7.0','1.0','1.0','4.0','1.0','1.0','5','5','5','1','4.0','4.0','4.0','4.0','4.0','4.0','4.0','4.0','4.0','3.0','2.0','2.0','3.0','3.0','3.0','5','1.0','2.0','2.0'
369,'4','1','Centre-left','3','3','3','4','3','3','3','3','2','7.0','7.0','7.0','5.0','7.0','6.0','7.0','8.0','2','4','4','2','2.0','2.0','2.0','3.0','1.0','2.0','2.0','2.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','1','2.0','4.0','1.0'
822,'4','16','Centre-left','1','2','2','1','2','2','2','2','1','4.0','4.0','2.0','2.0','3.0','2.0','3.0','8.0','2','4','4','2','2.0','2.0','2.0','3.0','1.0','3.0','3.0','1.0','1.0','3.0','1.0','3.0','3.0','2.0','4.0','1','1.0','4.0','1.0'
1477,'2','36','Centre-right','1','3','2','1','2','2','1','1','1','8.0','5.0','7.0','1.0','4.0','1.0','4.0','6.0','1','2','2','1','2.0','3.0','1.0','4.0','1.0','4.0','4.0','1.0','1.0','1.0','1.0','4.0','4.0','4.0','4.0','3','1.0','2.0','1.0'
1139,'2','36','Centre-left','4','1','4','4','1','1','4','1','1','8.0','8.0','2.0','2.0','7.0','7.0','2.0','8.0','4','5','5','2','2.0','1.0','2.0','3.0','1.0','3.0','3.0','2.0','1.0','3.0','1.0','3.0','3.0','4.0','3.0','1','1.0','3.0','3.0'
1007,'2','20','-99','3','3','3','3','1','1','2','1','1','3.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','4','5','5','2','2.0','1.0','1.0','2.0','1.0','2.0','1.0','1.0','2.0','2.0','2.0','3.0','3.0','3.0','3.0','5','2.0','3.0','3.0'
1054,'1','1','Centre-right','3','4','4','4','3','2','4','3','3','7.0','7.0','8.0','1.0','8.0','3.0','5.0','8.0','2','2','2','1','4.0','3.0','3.0','4.0','3.0','4.0','3.0','3.0','3.0','3.0','1.0','2.0','3.0','3.0','3.0','7','1.0','2.0','2.0'
1745,'2','16','Centre-right','1','1','2','2','1','1','1','1','1','4.0','4.0','3.0','3.0','3.0','4.0','3.0','3.0','2','4','4','1','2.0','2.0','2.0','3.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','2.0','3','1.0','4.0','2.0'
1528,'2','32','Centre-right','5','4','4','2','2','1','2','4','1','5.0','5.0','5.0','2.0','6.0','2.0','4.0','5.0','2','5','4','4','1.0','1.0','2.0','2.0','1.0','3.0','2.0','3.0','1.0','3.0','2.0','3.0','2.0','4.0','3.0','2','1.0','4.0','3.0'
1706,'5','20','Centre-left','3','3','1','2','2','2','1','2','2','5.0','5.0','7.0','5.0','8.0','7.0','6.0','7.0','2','4','2','1','4.0','4.0','3.0','3.0','3.0','3.0','3.0','4.0','3.0','4.0','2.0','4.0','2.0','2.0','3.0','1','1.0','2.0','2.0'
776,'5','1','Centre-right','2','4','2','2','3','3','1','4','1','3.0','4.0','9.0','1.0','5.0','9.0','1.0','8.0','4','5','2','1','1.0','1.0','3.0','4.0','1.0','3.0','3.0','1.0','3.0','1.0','1.0','4.0','1.0','1.0','4.0','3','1.0','2.0','2.0'
1930,'4','1','Centre-right','4','2','3','3','1','2','2','1','1','5.0','3.0','3.0','4.0','7.0','3.0','1.0','6.0','2','4','2','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','3.0','2.0','2.0','3.0','3.0','3.0','4','1.0','4.0','3.0'
246,'1','16','Centre-left','5','5','5','5','1','1','1','1','1','8.0','10.0','2.0','7.0','10.0','1.0','3.0','10.0','5','5','5','5','4.0','4.0','4.0','4.0','4.0','4.0','4.0','2.0','2.0','1.0','1.0','4.0','4.0','4.0','4.0','2','1.0','1.0','2.0'
1282,'2','11','Centre-left','4','4','4','2','3','2','2','3','3','7.0','7.0','8.0','2.0','6.0','3.0','3.0','7.0','2','2','2','2','2.0','2.0','2.0','3.0','2.0','2.0','2.0','3.0','3.0','3.0','2.0','3.0','2.0','2.0','3.0','1','1.0','3.0','1.0'
957,'4','4','-98','2','-98','2','2','1','3','1','-98','3','5.0','5.0','5.0','1.0','5.0','1.0','5.0','5.0','2','2','2','4','4.0','4.0','4.0','4.0','4.0','4.0','4.0','-98.0','4.0','1.0','1.0','3.0','3.0','3.0','3.0','4','1.0','1.0','2.0'
1420,'2','1','Centre-left','4','4','2','2','2','2','2','2','1','7.0','7.0','3.0','2.0','7.0','7.0','4.0','7.0','2','2','2','2','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','5','1.0','2.0','2.0'
1847,'4','16','Green','2','3','2','1','1','2','2','1','1','3.0','2.0','6.0','4.0','3.0','5.0','4.0','6.0','2','2','4','2','3.0','3.0','3.0','3.0','2.0','4.0','3.0','3.0','3.0','2.0','2.0','3.0','4.0','3.0','3.0','1','2.0','3.0','1.0'
158,'4','13','Right-wing','3','4','5','5','3','1','2','3','3','8.0','7.0','5.0','5.0','5.0','5.0','5.0','10.0','1','2','2','2','3.0','3.0','3.0','3.0','2.0','3.0','3.0','2.0','2.0','2.0','3.0','3.0','3.0','4.0','4.0','1','1.0','4.0','2.0'
808,'2','4','Centre-right','3','2','3','3','2','2','1','1','2','4.0','4.0','4.0','2.0','3.0','4.0','1.0','3.0','4','2','2','1','2.0','3.0','2.0','2.0','2.0','4.0','4.0','1.0','1.0','1.0','1.0','3.0','3.0','2.0','3.0','1','2.0','2.0','2.0'
1543,'4','1','-98','3','2','4','3','2','2','2','2','1','7.0','7.0','8.0','2.0','5.0','6.0','1.0','6.0','2','4','4','2','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','4.0','1','1.0','2.0','1.0'
1827,'2','1','Swing','2','1','2','2','2','1','2','2','1','7.0','8.0','4.0','7.0','7.0','7.0','6.0','10.0','1','4','5','4','1.0','2.0','2.0','2.0','1.0','2.0','1.0','2.0','3.0','3.0','1.0','3.0','3.0','4.0','3.0','1','2.0','4.0','2.0'
1857,'4','16','Centre-left','1','1','1','1','1','1','1','3','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','4','4','4','1','4.0','4.0','4.0','4.0','4.0','4.0','4.0','2.0','2.0','3.0','1.0','4.0','1.0','1.0','4.0','6','1.0','1.0','3.0'
731,'5','1','No-party','2','1','2','2','1','2','1','3','2','6.0','5.0','9.0','4.0','7.0','9.0','8.0','6.0','2','2','2','4','4.0','4.0','1.0','4.0','3.0','3.0','3.0','1.0','1.0','1.0','1.0','4.0','2.0','2.0','3.0','3','1.0','3.0','3.0'
1295,'2','13','Centre-right','5','2','3','3','2','2','4','3','1','5.0','5.0','5.0','4.0','6.0','3.0','3.0','7.0','2','2','2','1','2.0','2.0','3.0','2.0','1.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','1','1.0','2.0','1.0'
386,'4','1','Centre-left','4','2','1','2','1','1','1','1','1','1.0','7.0','1.0','1.0','5.0','1.0','4.0','3.0','2','4','4','2','3.0','3.0','2.0','3.0','2.0','3.0','3.0','2.0','2.0','2.0','2.0','3.0','3.0','2.0','3.0','2','2.0','4.0','2.0'
1702,'2','16','-98','5','5','5','5','1','1','1','1','1','8.0','8.0','8.0','2.0','8.0','2.0','7.0','8.0','4','4','2','2','2.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','2.0','3.0','2.0','2.0','3.0','3.0','3.0','2','2.0','1.0','1.0'
1943,'4','32','Centre-right','2','3','2','2','2','2','2','3','2','4.0','5.0','4.0','1.0','7.0','5.0','5.0','5.0','2','4','4','-99','2.0','1.0','2.0','2.0','1.0','3.0','1.0','1.0','1.0','-99.0','2.0','3.0','3.0','3.0','3.0','5','2.0','4.0','1.0'
1376,'5','11','No-party','2','2','1','2','2','2','2','2','1','5.0','4.0','9.0','1.0','5.0','2.0','1.0','5.0','4','2','3','1','3.0','2.0','3.0','3.0','2.0','3.0','3.0','2.0','3.0','2.0','1.0','4.0','3.0','2.0','3.0','1','1.0','2.0','3.0'
634,'2','20','Centre-left','1','1','1','1','1','1','1','2','1','1.0','1.0','6.0','1.0','7.0','1.0','7.0','10.0','2','4','4','1','2.0','3.0','2.0','4.0','1.0','2.0','3.0','1.0','1.0','1.0','2.0','3.0','2.0','3.0','3.0','1','2.0','2.0','3.0'
559,'2','36','Centre-right','4','3','4','4','3','3','3','3','3','8.0','8.0','8.0','3.0','6.0','7.0','7.0','8.0','4','4','4','4','2.0','2.0','-98.0','-98.0','-98.0','-98.0','1.0','-98.0','-98.0','-98.0','2.0','2.0','-98.0','3.0','-98.0','2','1.0','3.0','3.0'
1915,'1','11','Centre-left','2','2','4','5','2','1','1','1','2','7.0','7.0','6.0','1.0','6.0','2.0','2.0','7.0','2','1','4','1','2.0','3.0','2.0','3.0','2.0','2.0','3.0','2.0','3.0','3.0','2.0','3.0','3.0','2.0','3.0','1','2.0','3.0','2.0'
2339,'4','1','-98','4','1','1','2','2','2','1','2','1','5.0','5.0','3.0','1.0','3.0','1.0','1.0','5.0','1','1','5','1','3.0','3.0','3.0','3.0','3.0','4.0','3.0','2.0','3.0','2.0','2.0','3.0','2.0','4.0','3.0','1','1.0','4.0','3.0'
1961,'2','1','Centre-right','4','2','3','3','1','1','2','3','1','8.0','8.0','5.0','1.0','8.0','5.0','4.0','8.0','4','4','2','4','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','3.0','1.0','3.0','3.0','4','2.0','4.0','3.0'
297,'4','1','Centre-right','3','2','3','1','1','1','1','1','1','4.0','4.0','5.0','1.0','5.0','2.0','1.0','7.0','2','2','2','2','4.0','4.0','2.0','4.0','3.0','4.0','3.0','2.0','2.0','2.0','2.0','4.0','3.0','2.0','4.0','1','2.0','1.0','1.0'
2454,'2','16','Other','3','3','3','3','2','2','4','2','2','7.0','7.0','7.0','4.0','6.0','5.0','6.0','7.0','4','4','4','4','1.0','1.0','3.0','1.0','1.0','3.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','3.0','1','1.0','3.0','2.0'
2361,'5','1','Centre-right','4','4','3','3','3','1','1','3','3','8.0','8.0','9.0','5.0','8.0','10.0','5.0','8.0','2','4','4','4','2.0','3.0','3.0','3.0','2.0','3.0','2.0','2.0','3.0','3.0','4.0','2.0','3.0','4.0','3.0','2','1.0','4.0','3.0'
