srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q10a,Q10b,Q10c,Q10d,Q11,Q12,Q14,Q15,p_state,p_gender_sdc,p_age_group_sdc,p_education_sdc
2184,'2','16','No-party','3','3','3','2','1','3','3','2','2','4.0','4.0','1.0','1.0','1.0','1.0','1.0','5.0','2','2','1','2','1.0','3.0','2.0','3.0','3','1.0','2.0','2.0'
1275,'2','-98','Centre-left','3','3','3','2','3','3','4','3','2','8.0','8.0','10.0','4.0','10.0','5.0','8.0','10.0','1','2','1','1','3.0','1.0','4.0','-98.0','1','2.0','1.0','2.0'
955,'2','17','Centre-right','4','5','3','3','1','4','3','3','1','6.0','7.0','4.0','1.0','1.0','3.0','1.0','5.0','4','5','5','1','1.0','4.0','1.0','3.0','2','1.0','2.0','1.0'
528,'4','4','Centre-left','2','3','3','3','3','3','2','2','2','5.0','6.0','6.0','5.0','5.0','6.0','4.0','6.0','2','4','2','4','2.0','2.0','2.0','2.0','3','1.0','2.0','1.0'
1481,'2','4','Centre-left','3','3','4','3','2','2','2','3','1','8.0','8.0','2.0','1.0','6.0','6.0','3.0','9.0','4','4','2','2','2.0','3.0','3.0','3.0','1','1.0','2.0','1.0'
418,'2','20','Centre-left','3','2','2','3','4','3','2','4','1','5.0','5.0','8.0','3.0','8.0','4.0','4.0','8.0','2','4','4','5','2.0','3.0','2.0','2.0','1','1.0','1.0','1.0'
523,'4','4','Green','3','3','2','2','1','2','1','1','1','3.0','3.0','3.0','1.0','5.0','1.0','1.0','7.0','5','5','5','2','3.0','2.0','2.0','3.0','1','1.0','3.0','3.0'
850,'2','11','Green','2','3','2','3','2','2','3','3','3','6.0','6.0','2.0','4.0','6.0','3.0','6.0','6.0','2','4','4','4','3.0','2.0','3.0','1.0','2','2.0','2.0','1.0'
1776,'4','4','Centre-left','2','3','3','3','3','3','2','3','1','6.0','5.0','3.0','1.0','8.0','1.0','1.0','8.0','1','2','2','1','3.0','2.0','3.0','3.0','2','2.0','1.0','2.0'
139,'2','1','Green','3','2','4','2','3','3','3','4','3','9.0','8.0','10.0','5.0','10.0','10.0','8.0','10.0','1','2','1','2','3.0','3.0','1.0','3.0','1','1.0','2.0','1.0'
2128,'4','27','No-party','3','2','2','5','2','2','2','3','2','2.0','2.0','9.0','5.0','5.0','2.0','3.0','5.0','2','2','4','1','2.0','2.0','2.0','1.0','1','2.0','2.0','2.0'
1478,'4','16','Other','2','1','1','1','1','1','1','4','2','1.0','8.0','3.0','3.0','9.0','4.0','8.0','9.0','1','4','4','1','1.0','3.0','1.0','3.0','2','2.0','4.0','1.0'
1404,'2','17','Centre-right','5','3','2','3','1','1','1','2','2','3.0','3.0','2.0','1.0','2.0','3.0','2.0','3.0','4','4','4','4','2.0','1.0','4.0','1.0','2','1.0','4.0','1.0'
1116,'2','1','Centre-left','3','3','3','3','1','1','2','1','1','5.0','8.0','8.0','1.0','8.0','1.0','1.0','10.0','4','4','5','1','2.0','3.0','3.0','3.0','2','2.0','3.0','2.0'
138,'1','30','No-party','3','2','1','1','1','2','2','2','2','5.0','5.0','4.0','1.0','9.0','4.0','7.0','6.0','4','4','4','2','3.0','3.0','3.0','2.0','1','1.0','2.0','2.0'
1956,'2','11','Centre-left','2','2','3','3','4','4','4','4','4','7.0','7.0','6.0','2.0','7.0','1.0','3.0','8.0','2','4','5','4','2.0','3.0','3.0','2.0','1','2.0','1.0','3.0'
871,'2','13','Centre-right','4','4','4','4','3','4','3','2','2','8.0','6.0','7.0','2.0','6.0','2.0','3.0','8.0','5','5','5','1','2.0','4.0','1.0','1.0','1','2.0','3.0','2.0'
429,'2','1','-98','3','3','3','3','1','1','1','2','1','5.0','5.0','1.0','1.0','5.0','1.0','1.0','5.0','4','4','4','2','2.0','2.0','3.0','3.0','4','2.0','3.0','1.0'
1284,'4','11','Centre-left','2','2','2','3','2','2','2','2','2','8.0','5.0','8.0','3.0','5.0','5.0','8.0','2.0','4','4','4','2','3.0','2.0','4.0','1.0','1','1.0','2.0','2.0'
1471,'4','11','Centre-left','3','5','2','5','2','1','2','2','2','4.0','3.0','1.0','3.0','6.0','1.0','1.0','4.0','1','1','1','1','2.0','2.0','3.0','3.0','5','2.0','2.0','1.0'
1235,'2','1','Centre-right','4','4','4','3','2','3','3','4','3','7.0','8.0','6.0','8.0','8.0','5.0','7.0','9.0','4','4','4','2','3.0','1.0','3.0','3.0','5','1.0','1.0','3.0'
1458,'4','13','Centre-right','2','1','1','1','1','1','1','1','1','1.0','1.0','9.0','1.0','3.0','6.0','1.0','6.0','1','1','1','1','3.0','3.0','2.0','3.0','5','1.0','3.0','1.0'
1609,'3','11','Green','1','2','1','2','2','3','2','3','1','5.0','5.0','2.0','1.0','4.0','1.0','1.0','7.0','2','4','5','2','2.0','3.0','-98.0','2.0','4','1.0','4.0','1.0'
655,'4','11','Green','4','2','2','1','3','2','1','4','1','2.0','2.0','1.0','1.0','6.0','1.0','1.0','7.0','2','2','5','2','1.0','4.0','1.0','3.0','6','2.0','2.0','1.0'
285,'4','36','Centre-right','2','2','4','2','1','1','1','1','1','5.0','1.0','1.0','1.0','1.0','1.0','1.0','5.0','1','5','5','1','2.0','1.0','4.0','2.0','3','2.0','4.0','1.0'
230,'2','32','Green','2','4','2','2','2','2','2','3','2','5.0','5.0','5.0','3.0','7.0','5.0','5.0','5.0','4','4','4','4','3.0','2.0','2.0','3.0','1','2.0','1.0','3.0'
283,'4','29','Centre-left','4','5','4','4','1','1','1','1','1','5.0','6.0','6.0','3.0','4.0','5.0','4.0','7.0','1','1','1','1','1.0','1.0','1.0','1.0','1','1.0','2.0','3.0'
1430,'2','37','Green','4','3','4','2','2','2','3','4','2','7.0','8.0','1.0','1.0','10.0','3.0','3.0','10.0','4','5','4','1','2.0','3.0','3.0','3.0','1','1.0','4.0','2.0'
2231,'2','1','No-party','3','2','3','3','2','3','2','2','4','9.0','10.0','10.0','3.0','9.0','8.0','10.0','10.0','4','4','5','2','2.0','1.0','2.0','3.0','3','1.0','4.0','1.0'
1786,'2','-98','Centre-right','3','3','5','5','3','3','4','4','4','9.0','9.0','9.0','3.0','6.0','3.0','3.0','9.0','4','5','4','4','3.0','2.0','4.0','-98.0','1','1.0','3.0','2.0'
1708,'2','4','Centre-left','2','2','2','2','2','1','2','2','2','5.0','5.0','7.0','3.0','7.0','6.0','4.0','5.0','4','4','4','4','2.0','2.0','3.0','3.0','2','1.0','1.0','1.0'
1338,'2','16','Centre-right','1','1','2','2','2','2','2','3','2','8.0','6.0','4.0','1.0','9.0','3.0','3.0','10.0','1','2','2','2','2.0','2.0','3.0','2.0','3','1.0','4.0','3.0'
73,'4','15','Centre-right','1','1','4','4','3','3','3','4','3','5.0','5.0','7.0','2.0','3.0','5.0','2.0','5.0','4','2','1','1','2.0','2.0','2.0','2.0','3','1.0','2.0','1.0'
361,'2','17','Green','2','3','4','2','2','2','3','1','1','5.0','6.0','4.0','1.0','4.0','1.0','4.0','6.0','2','4','4','2','2.0','2.0','3.0','2.0','3','2.0','2.0','3.0'
2549,'2','-98','-98','2','2','1','2','2','2','3','2','1','5.0','5.0','7.0','1.0','6.0','1.0','1.0','6.0','2','4','2','1','1.0','2.0','3.0','3.0','3','2.0','4.0','1.0'
759,'2','1','-99','2','2','4','2','3','1','3','3','2','8.0','9.0','4.0','1.0','8.0','1.0','3.0','10.0','1','2','1','4','3.0','3.0','2.0','3.0','5','2.0','2.0','1.0'
1327,'2','96','Centre-left','2','3','2','2','2','2','2','3','3','5.0','7.0','4.0','5.0','7.0','6.0','5.0','7.0','2','4','4','2','1.0','3.0','3.0','3.0','5','1.0','1.0','3.0'
953,'5','13','Centre-right','3','3','2','2','3','4','3','3','2','4.0','4.0','5.0','1.0','1.0','1.0','3.0','4.0','4','5','5','4','3.0','2.0','3.0','2.0','5','1.0','2.0','2.0'
1521,'2','34','Centre-left','2','2','3','2','1','2','1','3','1','4.0','3.0','3.0','1.0','7.0','2.0','1.0','6.0','2','4','1','1','3.0','2.0','2.0','3.0','1','1.0','3.0','1.0'
837,'4','35','Green','2','1','3','2','2','1','2','3','2','7.0','7.0','7.0','6.0','7.0','4.0','7.0','7.0','2','4','2','4','3.0','2.0','3.0','3.0','2','2.0','1.0','1.0'
614,'2','4','Centre-right','2','2','2','2','1','1','1','1','1','2.0','4.0','3.0','3.0','3.0','2.0','3.0','3.0','2','2','1','2','3.0','3.0','2.0','1.0','1','2.0','1.0','1.0'
1860,'2','16','Independent','1','3','2','1','2','2','2','2','2','3.0','1.0','5.0','3.0','3.0','1.0','1.0','5.0','2','2','4','2','1.0','2.0','2.0','2.0','6','1.0','3.0','3.0'
823,'2','36','Centre-right','3','3','3','3','1','1','2','3','2','6.0','6.0','3.0','3.0','7.0','3.0','4.0','8.0','1','1','1','2','2.0','4.0','2.0','3.0','3','1.0','3.0','1.0'
236,'2','4','Other','5','3','2','2','2','2','2','2','2','1.0','1.0','1.0','1.0','3.0','1.0','1.0','1.0','4','4','4','2','1.0','3.0','1.0','3.0','3','2.0','3.0','1.0'
1413,'2','13','Centre-right','4','2','4','4','2','2','4','2','2','8.0','6.0','5.0','2.0','4.0','5.0','2.0','7.0','4','4','4','1','1.0','3.0','2.0','3.0','1','1.0','4.0','1.0'
396,'2','13','Centre-right','3','4','4','3','2','1','2','2','1','9.0','8.0','7.0','5.0','6.0','7.0','7.0','8.0','2','4','4','2','1.0','3.0','1.0','3.0','2','2.0','3.0','3.0'
1397,'2','16','Centre-left','2','2','2','2','3','2','2','2','1','6.0','6.0','2.0','2.0','5.0','3.0','2.0','9.0','2','2','2','2','3.0','2.0','2.0','2.0','2','2.0','3.0','3.0'
83,'4','11','Green','2','2','3','3','3','2','3','4','2','3.0','6.0','6.0','2.0','7.0','5.0','2.0','5.0','2','5','4','2','2.0','2.0','3.0','2.0','2','2.0','4.0','1.0'
1954,'2','5','Green','2','1','3','2','2','2','3','2','2','7.0','7.0','6.0','5.0','9.0','5.0','4.0','8.0','2','4','4','2','2.0','2.0','2.0','3.0','3','2.0','2.0','1.0'
173,'4','11','Centre-left','3','3','2','2','2','2','2','2','2','3.0','3.0','3.0','2.0','5.0','2.0','3.0','5.0','4','4','4','2','2.0','2.0','3.0','2.0','7','1.0','2.0','2.0'
795,'4','4','Right-wing','2','1','2','3','1','1','2','2','2','6.0','7.0','9.0','7.0','7.0','7.0','8.0','8.0','2','4','4','2','1.0','2.0','2.0','1.0','2','1.0','1.0','2.0'
2103,'2','13','Independent','3','4','3','3','1','2','3','2','2','7.0','7.0','5.0','1.0','5.0','3.0','2.0','8.0','5','5','5','5','2.0','2.0','3.0','3.0','2','1.0','4.0','3.0'
486,'4','17','Other','4','4','3','3','3','3','4','4','3','7.0','8.0','7.0','5.0','8.0','6.0','7.0','10.0','5','5','5','4','1.0','1.0','1.0','3.0','2','2.0','1.0','2.0'
356,'5','32','Centre-right','1','1','1','1','1','1','1','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','2','1','2','1','3.0','1.0','1.0','1.0','3','1.0','2.0','2.0'
910,'2','20','-99','3','2','3','3','1','2','1','1','1','7.0','7.0','3.0','4.0','8.0','4.0','3.0','8.0','4','4','4','2','3.0','2.0','4.0','1.0','2','1.0','3.0','1.0'
470,'4','36','Centre-left','5','4','4','4','2','2','3','2','3','3.0','3.0','3.0','2.0','4.0','2.0','3.0','2.0','4','4','4','4','3.0','2.0','2.0','3.0','1','2.0','4.0','3.0'
219,'2','-98','Centre-left','3','2','4','3','1','2','2','2','2','7.0','6.0','7.0','1.0','5.0','4.0','3.0','9.0','2','2','4','2','3.0','1.0','3.0','3.0','1','2.0','3.0','1.0'
946,'4','4','-98','3','3','2','1','1','2','2','3','1','4.0','4.0','4.0','1.0','6.0','3.0','3.0','4.0','1','2','1','2','1.0','3.0','1.0','3.0','1','1.0','2.0','1.0'
1236,'4','20','Green','2','1','2','2','3','1','1','3','2','3.0','4.0','6.0','6.0','4.0','6.0','4.0','8.0','5','4','5','1','2.0','4.0','2.0','3.0','1','1.0','4.0','1.0'
129,'4','28','Centre-right','3','3','4','3','3','1','3','3','3','8.0','7.0','2.0','3.0','6.0','3.0','6.0','8.0','2','2','2','2','2.0','2.0','2.0','3.0','8','1.0','1.0','3.0'
1659,'4','13','No-party','1','2','2','1','2','3','4','2','3','4.0','3.0','5.0','1.0','3.0','8.0','5.0','5.0','4','5','4','5','1.0','2.0','3.0','3.0','2','1.0','3.0','3.0'
617,'5','11','Centre-left','2','1','1','2','1','1','1','2','1','3.0','7.0','8.0','1.0','8.0','5.0','5.0','8.0','2','4','2','1','3.0','2.0','2.0','2.0','2','1.0','4.0','3.0'
1841,'2','6','Green','1','3','2','3','3','3','3','3','3','5.0','5.0','2.0','1.0','5.0','1.0','1.0','5.0','2','2','4','2','3.0','2.0','3.0','3.0','1','1.0','2.0','1.0'
2340,'2','-99','Centre-right','4','4','4','3','3','3','-99','4','3','5.0','8.0','6.0','4.0','9.0','6.0','7.0','8.0','4','4','4','5','2.0','4.0','2.0','3.0','3','1.0','4.0','1.0'
1003,'4','1','Green','4','4','4','5','3','3','3','4','4','10.0','9.0','6.0','2.0','9.0','8.0','3.0','10.0','2','4','2','2','1.0','1.0','2.0','3.0','5','1.0','4.0','1.0'
1766,'2','5','Centre-left','1','4','3','3','1','1','1','1','3','6.0','6.0','8.0','6.0','7.0','7.0','7.0','9.0','2','2','4','2','1.0','2.0','3.0','3.0','5','2.0','3.0','3.0'
1476,'2','5','Centre-right','2','2','4','4','2','2','3','3','3','8.0','7.0','8.0','5.0','9.0','3.0','8.0','9.0','2','2','2','4','2.0','2.0','2.0','3.0','1','2.0','1.0','3.0'
2322,'4','16','Green','5','4','2','5','2','2','2','2','2','5.0','5.0','5.0','5.0','5.0','1.0','5.0','5.0','2','4','4','2','3.0','3.0','3.0','3.0','1','2.0','4.0','3.0'
786,'4','11','Green','3','3','2','2','2','2','3','3','2','6.0','6.0','5.0','3.0','8.0','2.0','4.0','6.0','4','2','4','1','2.0','1.0','2.0','3.0','3','2.0','1.0','3.0'
255,'4','11','Green','4','1','1','2','2','2','1','3','1','4.0','5.0','2.0','2.0','5.0','3.0','5.0','8.0','4','4','4','2','1.0','3.0','3.0','3.0','5','2.0','2.0','1.0'
277,'2','1','Centre-left','3','2','3','2','3','2','2','3','2','8.0','8.0','7.0','6.0','8.0','6.0','7.0','8.0','2','2','2','2','3.0','3.0','3.0','1.0','2','1.0','1.0','3.0'
1699,'2','1','Centre-right','3','2','3','3','2','2','1','2','2','8.0','8.0','9.0','6.0','9.0','5.0','6.0','8.0','4','2','2','2','1.0','2.0','3.0','1.0','2','1.0','1.0','1.0'
29,'4','5','Green','4','3','4','3','2','1','2','2','2','8.0','8.0','8.0','4.0','9.0','5.0','6.0','7.0','2','4','2','2','2.0','2.0','2.0','2.0','1','1.0','1.0','3.0'
1993,'2','-98','Centre-left','2','1','2','3','1','1','2','2','2','6.0','5.0','10.0','4.0','8.0','2.0','6.0','4.0','2','1','2','2','3.0','1.0','3.0','2.0','2','1.0','1.0','3.0'
118,'4','16','Other','1','1','2','1','3','3','1','1','1','3.0','4.0','6.0','6.0','7.0','3.0','5.0','4.0','2','4','2','4','2.0','3.0','2.0','3.0','2','2.0','1.0','3.0'
437,'4','11','Green','2','3','2','1','2','2','2','3','2','6.0','6.0','2.0','1.0','5.0','1.0','1.0','9.0','4','4','4','2','2.0','1.0','3.0','1.0','2','1.0','1.0','2.0'
1367,'4','11','Green','3','3','2','2','2','3','2','3','3','3.0','5.0','1.0','1.0','7.0','2.0','2.0','7.0','2','2','4','4','1.0','1.0','3.0','2.0','2','2.0','2.0','3.0'
1611,'2','1','Centre-left','3','2','2','2','2','2','2','2','2','7.0','7.0','3.0','1.0','3.0','3.0','3.0','7.0','4','4','4','2','3.0','1.0','3.0','2.0','4','2.0','2.0','3.0'
749,'2','37','Green','-98','3','3','3','3','1','3','3','1','4.0','5.0','1.0','1.0','4.0','1.0','2.0','5.0','4','5','5','2','3.0','2.0','3.0','2.0','5','1.0','1.0','3.0'
1945,'4','11','Centre-left','1','1','2','2','3','2','3','3','3','8.0','8.0','6.0','1.0','8.0','1.0','1.0','9.0','2','4','4','4','2.0','2.0','3.0','2.0','2','2.0','2.0','1.0'
830,'4','17','Centre-right','2','2','4','5','2','2','1','3','2','5.0','5.0','5.0','2.0','7.0','2.0','3.0','5.0','4','4','4','2','2.0','2.0','3.0','1.0','3','1.0','2.0','2.0'
394,'4','16','Centre-left','2','3','3','1','3','2','2','4','3','5.0','4.0','3.0','2.0','5.0','2.0','5.0','5.0','4','4','4','4','3.0','3.0','4.0','2.0','2','2.0','3.0','2.0'
2315,'2','16','Other','2','2','3','2','2','3','4','3','2','5.0','8.0','7.0','3.0','7.0','5.0','3.0','9.0','1','2','1','2','1.0','4.0','1.0','1.0','2','1.0','2.0','1.0'
2551,'2','17','Centre-left','3','3','3','3','2','2','2','2','2','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','4','4','4','4','1.0','2.0','3.0','1.0','2','2.0','1.0','3.0'
556,'2','12','Green','3','3','3','3','1','1','1','1','1','9.0','9.0','3.0','2.0','9.0','1.0','1.0','9.0','1','4','2','2','2.0','3.0','3.0','3.0','1','1.0','2.0','1.0'
1283,'2','16','Centre-left','2','3','2','2','3','2','3','4','3','5.0','5.0','7.0','1.0','8.0','3.0','2.0','10.0','2','2','2','4','3.0','2.0','3.0','2.0','1','1.0','1.0','3.0'
1366,'4','1','Centre-right','1','5','5','1','1','1','2','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','4','5','4','2','2.0','2.0','2.0','3.0','3','2.0','3.0','3.0'
468,'2','11','Green','3','3','3','2','3','3','3','3','2','7.0','8.0','6.0','3.0','7.0','3.0','3.0','8.0','2','5','4','2','3.0','3.0','2.0','2.0','2','2.0','2.0','2.0'
1640,'4','1','Centre-left','3','3','3','3','1','1','1','1','1','5.0','8.0','5.0','1.0','8.0','7.0','8.0','8.0','2','2','2','1','1.0','2.0','3.0','-98.0','2','1.0','2.0','2.0'
629,'2','11','Green','3','3','2','2','1','1','1','1','1','7.0','7.0','7.0','1.0','7.0','1.0','1.0','7.0','2','1','2','1','2.0','3.0','2.0','3.0','3','2.0','2.0','1.0'
807,'3','-98','-98','1','1','1','1','4','1','4','4','4','6.0','3.0','7.0','8.0','5.0','4.0','7.0','6.0','4','2','2','5','2.0','3.0','2.0','3.0','3','1.0','1.0','3.0'
2471,'2','11','Centre-left','1','1','2','2','2','2','3','3','2','5.0','3.0','2.0','1.0','5.0','1.0','1.0','6.0','2','2','2','2','3.0','2.0','3.0','3.0','1','2.0','3.0','1.0'
926,'4','16','Green','1','1','3','2','1','2','4','4','3','7.0','6.0','7.0','5.0','7.0','8.0','5.0','8.0','1','2','2','1','1.0','2.0','3.0','2.0','1','2.0','2.0','1.0'
170,'2','-98','Centre-left','3','3','4','2','3','2','2','3','3','5.0','6.0','7.0','4.0','7.0','4.0','3.0','7.0','4','4','4','2','3.0','2.0','3.0','2.0','3','1.0','2.0','1.0'
116,'2','1','Centre-left','4','3','3','4','1','1','2','3','2','4.0','6.0','4.0','2.0','6.0','4.0','3.0','5.0','2','2','2','1','2.0','2.0','3.0','3.0','1','1.0','1.0','1.0'
2064,'2','33','Centre-right','3','2','3','3','3','2','2','3','3','5.0','5.0','3.0','1.0','7.0','5.0','2.0','5.0','4','4','2','1','2.0','2.0','3.0','3.0','5','2.0','2.0','1.0'
344,'2','1','Green','5','2','3','3','3','3','2','4','2','7.0','7.0','6.0','4.0','8.0','5.0','3.0','8.0','4','4','4','4','2.0','1.0','4.0','1.0','2','1.0','2.0','1.0'
2272,'4','11','Green','2','2','4','3','3','3','4','4','2','7.0','7.0','4.0','1.0','9.0','5.0','7.0','9.0','2','4','2','4','3.0','4.0','1.0','3.0','2','2.0','2.0','1.0'
1950,'2','4','Centre-left','4','4','4','4','2','1','2','3','2','7.0','4.0','8.0','1.0','7.0','7.0','7.0','7.0','1','2','2','1','2.0','2.0','3.0','3.0','2','2.0','2.0','1.0'
154,'2','17','Centre-left','2','2','2','2','2','2','2','2','2','4.0','3.0','7.0','3.0','7.0','2.0','2.0','4.0','4','2','2','4','2.0','2.0','2.0','2.0','3','1.0','2.0','2.0'
2395,'1','36','Centre-left','4','4','3','4','3','2','3','3','2','7.0','7.0','5.0','3.0','7.0','2.0','2.0','8.0','4','4','3','2','2.0','2.0','3.0','1.0','2','1.0','2.0','2.0'
1299,'4','27','Centre-right','4','5','4','5','3','2','3','3','2','8.0','7.0','9.0','6.0','8.0','6.0','6.0','8.0','2','2','2','2','2.0','3.0','2.0','3.0','2','2.0','3.0','2.0'
756,'1','1','Centre-left','5','5','5','5','2','1','2','1','2','10.0','9.0','7.0','3.0','9.0','9.0','9.0','5.0','2','2','1','2','2.0','2.0','2.0','1.0','1','1.0','2.0','2.0'
1006,'4','19','Green','3','4','3','2','2','1','2','2','2','5.0','5.0','3.0','3.0','6.0','3.0','3.0','6.0','2','5','4','2','2.0','3.0','4.0','3.0','1','1.0','1.0','3.0'
1341,'4','20','Centre-left','4','3','1','2','1','1','1','1','1','4.0','6.0','1.0','1.0','8.0','1.0','1.0','7.0','4','1','4','2','1.0','1.0','3.0','3.0','1','1.0','3.0','1.0'
2466,'4','1','Green','2','1','2','2','1','2','4','3','1','4.0','4.0','6.0','1.0','6.0','6.0','4.0','7.0','4','4','4','2','2.0','2.0','3.0','2.0','1','1.0','2.0','3.0'
1535,'2','13','Centre-left','5','3','4','3','2','2','4','2','2','8.0','7.0','6.0','2.0','6.0','2.0','2.0','7.0','1','5','4','4','3.0','2.0','2.0','3.0','1','1.0','2.0','1.0'
2556,'2','96','Centre-right','4','5','4','3','4','3','4','4','3','8.0','8.0','7.0','3.0','4.0','2.0','2.0','10.0','5','5','5','5','3.0','2.0','3.0','2.0','4','1.0','1.0','3.0'
1357,'2','96','Green','3','2','2','2','2','2','1','3','2','6.0','6.0','3.0','3.0','8.0','6.0','1.0','8.0','4','5','4','2','3.0','2.0','4.0','3.0','5','2.0','1.0','1.0'
1520,'2','-98','Centre-left','4','4','3','3','2','2','3','3','2','7.0','7.0','4.0','3.0','8.0','5.0','4.0','7.0','4','4','4','2','3.0','2.0','3.0','3.0','1','2.0','2.0','3.0'
1563,'2','35','Green','5','5','2','5','2','2','3','2','2','7.0','5.0','10.0','9.0','9.0','4.0','3.0','8.0','5','2','2','4','1.0','3.0','1.0','3.0','4','2.0','2.0','1.0'
178,'2','16','Centre-left','1','1','2','2','1','1','1','2','1','7.0','8.0','8.0','5.0','7.0','7.0','7.0','8.0','4','2','4','2','2.0','3.0','2.0','3.0','2','1.0','3.0','3.0'
263,'2','20','Centre-right','4','4','4','4','1','1','3','3','2','5.0','6.0','5.0','1.0','6.0','1.0','2.0','6.0','1','4','2','1','2.0','2.0','1.0','3.0','2','2.0','2.0','1.0'
767,'2','-98','-98','2','5','3','3','1','1','1','1','1','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2','2','2','2','2.0','1.0','2.0','1.0','2','1.0','1.0','1.0'
2487,'2','16','Other','3','4','2','5','2','2','2','1','1','3.0','3.0','1.0','2.0','3.0','2.0','2.0','5.0','2','1','4','1','1.0','4.0','2.0','3.0','3','1.0','3.0','2.0'
198,'2','16','Green','3','3','3','3','2','2','2','2','2','7.0','8.0','8.0','7.0','7.0','7.0','8.0','7.0','2','2','2','2','2.0','3.0','2.0','3.0','5','1.0','2.0','2.0'
1423,'2','30','-98','2','2','4','1','3','3','2','4','4','5.0','7.0','9.0','4.0','9.0','1.0','2.0','9.0','2','1','1','4','2.0','1.0','3.0','3.0','1','2.0','1.0','3.0'
2164,'3','20','No-party','1','1','3','3','1','2','2','4','2','5.0','4.0','2.0','1.0','9.0','3.0','2.0','7.0','1','1','2','2','1.0','2.0','2.0','3.0','2','1.0','2.0','2.0'
2523,'1','-98','Green','4','4','4','4','3','3','2','3','2','9.0','9.0','9.0','1.0','8.0','2.0','3.0','9.0','2','2','2','2','2.0','2.0','3.0','3.0','5','2.0','2.0','1.0'
242,'2','6','Centre-left','3','3','3','2','3','3','3','3','3','6.0','7.0','2.0','4.0','9.0','5.0','5.0','8.0','5','4','4','2','3.0','3.0','3.0','3.0','1','2.0','1.0','3.0'
1519,'2','13','Green','4','3','3','3','2','2','2','2','2','6.0','6.0','6.0','4.0','6.0','3.0','4.0','5.0','2','4','4','2','2.0','1.0','3.0','2.0','2','2.0','1.0','1.0'
1353,'4','20','Centre-left','4','2','4','4','2','2','2','2','2','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','2','4','2','2','2.0','3.0','3.0','3.0','2','1.0','3.0','1.0'
1883,'2','30','Centre-right','2','3','4','3','2','1','4','3','1','7.0','5.0','2.0','2.0','3.0','2.0','2.0','7.0','2','4','2','4','2.0','-98.0','1.0','2.0','3','1.0','2.0','1.0'
342,'1','11','Centre-right','4','2','3','2','2','3','3','3','1','6.0','8.0','6.0','2.0','8.0','3.0','3.0','9.0','4','5','2','2','2.0','1.0','2.0','3.0','2','1.0','1.0','1.0'
1888,'2','1','Green','3','2','3','2','3','2','4','4','2','4.0','5.0','4.0','3.0','7.0','5.0','5.0','5.0','4','4','4','2','1.0','2.0','2.0','1.0','1','2.0','1.0','1.0'
1696,'2','16','Centre-left','3','3','3','4','1','1','2','2','1','7.0','7.0','8.0','6.0','8.0','2.0','6.0','7.0','2','4','4','2','1.0','2.0','3.0','3.0','1','2.0','2.0','1.0'
783,'4','13','Centre-left','3','3','4','3','2','2','1','3','2','6.0','1.0','1.0','2.0','7.0','5.0','7.0','4.0','2','1','2','4','2.0','2.0','2.0','2.0','2','1.0','2.0','2.0'
1792,'2','-98','No-party','2','2','2','2','2','2','2','2','2','3.0','3.0','5.0','2.0','4.0','4.0','3.0','4.0','4','4','4','2','2.0','1.0','3.0','3.0','2','2.0','2.0','1.0'
1612,'4','1','Centre-right','4','3','3','3','3','3','2','2','2','8.0','8.0','6.0','4.0','8.0','6.0','5.0','8.0','2','4','2','4','2.0','2.0','2.0','3.0','3','1.0','1.0','1.0'
70,'4','16','Centre-right','2','3','2','2','2','2','2','3','2','4.0','3.0','5.0','5.0','5.0','5.0','6.0','5.0','4','4','2','2','3.0','2.0','3.0','3.0','1','2.0','1.0','1.0'
1879,'4','16','Centre-left','1','2','2','1','3','1','2','2','1','6.0','8.0','8.0','6.0','7.0','6.0','2.0','8.0','1','1','4','2','2.0','3.0','1.0','1.0','2','2.0','1.0','2.0'
917,'5','17','No-party','2','1','2','2','2','2','2','3','1','3.0','3.0','5.0','2.0','5.0','3.0','3.0','4.0','2','2','2','2','2.0','2.0','3.0','2.0','7','1.0','2.0','2.0'
1616,'4','16','Centre-left','3','3','2','2','2','3','2','2','3','1.0','2.0','8.0','6.0','6.0','7.0','5.0','8.0','2','4','4','4','2.0','3.0','2.0','3.0','4','1.0','2.0','2.0'
1874,'2','16','Centre-right','4','4','3','2','2','2','3','3','2','8.0','8.0','6.0','2.0','7.0','2.0','2.0','8.0','2','2','4','2','2.0','2.0','3.0','2.0','2','2.0','2.0','1.0'
94,'4','11','Centre-left','1','1','2','3','1','2','3','4','1','5.0','5.0','1.0','1.0','6.0','3.0','5.0','6.0','2','1','4','2','1.0','1.0','4.0','3.0','2','1.0','1.0','1.0'
2066,'1','18','Centre-left','5','4','3','4','3','2','3','4','3','7.0','7.0','6.0','5.0','7.0','5.0','3.0','7.0','2','4','2','4','3.0','1.0','3.0','1.0','2','1.0','3.0','2.0'
